PositionY,PositionZ,Button Pressed,Block,Trial,Scene,IsTrial,IsWait
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
